Title,Character,Max Level,SA Level,Rarity,Type,ID,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Transforms Into,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,Active Skill Name,Active Skill,Activation Condition,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Final Super Power,Super Saiyan God SS Goku (Kaioken),120,10,UR,Super STR,11854,"[""Attack Effective to All"", ""Boost All"", ""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Representatives of Universe 7"" or ""Universe Survival Saga"" Category Ki +3, HP +130% and ATK & DEF +170%",10x Kaioken God Kamehameha,Greatly raises ATK[1] and causes immense damage to enemy,To Fight the Best Fight!,ATK & DEF +59%; plus an additional ATK & DEF +10% with each attack received (up to 59%); plus an additional ATK +59% and attacks effective against all Types when performing a Super Attack if HP is 59% or less (once only),"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Tournament of Power Lv 1: Ki +3Lv 10: Ki +3 and ATK & DEF +7%"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Universe Survival Saga"", ""Realm of Gods"", ""Pure Saiyans"", ""Full Power"", ""Representatives of Universe 7"", ""Goku's Family"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Final Trump Card"", ""All-Out Struggle"", ""Turtle School"", ""Attained Evolution""]","[""3303"", ""10900"", ""12900"", ""15900""]","[""3784"", ""12490"", ""14490"", ""17890""]","[""1837"", ""6063"", ""8063"", ""10663""]",,,,,,,,,,,,,,,,Spirit Bomb,Causes ultimate damage to enemy and raises allies' ATK by 30% for 1 turn,"Can be activated when HP is 59% or less with another 3 or more ""Representatives of Universe 7"" Category allies on the team (once only)",,,,,,,
Ruthless Android,Android #13,120,10,UR,Extreme STR,11856,"[""Damage Reduction"", ""Lower ATK"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]",PHY Type enemies' ATK -40%,S.S. Deadly Bomber,Raises ATK & DEF[1] and causes supreme damage to enemy,Data Link,"Reduces damage received by 40% when Ki is 8 or more; ATK & DEF +130% when facing an enemy whose name includes ""Goku (disambiguation)"" (Youth, Captain Ginyu, Jr., etc. excluded), ""Vegeta (disambiguation)"" (Kid, Jr., etc. excluded) or ""Trunks (disambiguation)""; plus an additional ATK & DEF +70% when your team has ""Android 14 (disambiguation)"" attacking in the same turn","[""RR Army Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Movie Bosses"", ""Androids"", ""Artificial Life Forms"", ""Target: Goku""]","[""2700"", ""8910"", ""10110"", ""11910""]","[""2317"", ""7648"", ""8848"", ""10888""]","[""1245"", ""4110"", ""5310"", ""6870""]",,,,,,,,,,,,,,,,,,,,,,,,,
All-Out Resistance,Great Saiyaman (SS),120,10,UR,Super STR,11858,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Seal Super Attack"", ""Stack Attack""]","""Hybrid Saiyans"" Category Ki +3 and HP, ATK & DEF +120%",Super Kamehameha,"Raises ATK[1], causes supreme damage to enemy and greatly lowers DEF[2]",Full-On Resistance,"ATK & DEF +120%; high chance[3] of sealing the attacked enemy's Super Attack for 2 turns; ""Majin Buu Saga"" Category Super Class allies' Ki +2 and ATK & DEF +30%","[""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Hero of Justice Lv 1: ATK +25%Lv 10: ATK +25% and chance of performing a critical hit +5%"", ""Supreme Power Lv 1: ATK & DEF +5% and activates PenetrationLv 10: ATK & DEF +10% and activates Penetration"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Goku's Family"", ""Siblings' Bond"", ""Super Saiyans"", ""Kamehameha"", ""Special Pose"", ""Defenders of Justice""]","[""2404"", ""7936"", ""9936"", ""12936""]","[""2777"", ""9166"", ""11166"", ""14566""]","[""1620"", ""5347"", ""7347"", ""9947""]",,,,,,,,,,,,,,,,,,,,,,,,,
Wicked Wizard and Lord of the Demon Realm,Babidi & Dabura,150,20,LR,Extreme AGL,11859,"[""Boost Category"", ""Critical Hit"", ""Diverse Super Attack"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Seal Super Attack"", ""Stun""]","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +130%",Evil Splash,Causes colossal damage to enemy and seals Super Attack,Magic Power Control,"Ki +3 and ATK & DEF +88%; plus an additional Ki +3 and ATK & DEF +40% when the target enemy is in ""ATK Down"" or ""DEF Down"" status; plus an additional Ki +3 and high chance[2] of performing a critical hit when the target enemy is stunned or the target enemy's Super Attack is sealed; ""Majin Power"" Category allies' Ki +3 and ATK & DEF +30%","[""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Resurrection Plan Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Majin Buu Saga"", ""Joined Forces"", ""Terrifying Conquerors""]","[""4007"", ""13224"", ""15224"", ""17824""]","[""3822"", ""12613"", ""14613"", ""17613""]","[""2324"", ""7672"", ""9672"", ""13072""]",,,,,,,,,,,,,, Babidi's Sinister Sorcery,Causes mega-colossal damage with a high chance of stunning the enemy[1],,,,,,,,,,
Flaming Reversal of Fortunes,Gogeta,120,10,UR,Super STR,11861,"[""Additional Attack"", ""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +120%",Meteor Attack,Raises ATK[1] and causes supreme damage to enemy,Fusion Fighter!,ATK & DEF +60%; Ki +2 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Fusion"", ""Movie Heroes"", ""Final Trump Card"", ""Powerful Comeback"", ""Time Limit""]","[""2999"", ""9898""]","[""3097"", ""10223""]","[""1982"", ""3604""]",,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate and Supreme Fusion,Gogeta,150,20,LR,Super STR,11862,"[""Additional Attack"", ""Boost Category"", ""Diverse Super Attack"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Transformation""]","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +150%",Meteor Attack,Raises ATK[1] and causes colossal damage to enemy,Ultimate Power!,ATK & DEF +70%; Ki +3 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking; high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn; Transforms when conditions are met,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Fusion"", ""Realm of Gods"", ""Transformation Boost"", ""Movie Heroes"", ""Kamehameha"", ""Final Trump Card"", ""Powerful Comeback"", ""Time Limit""]","[""5765"", ""19025"", ""21025"", ""24025""]","[""5221"", ""17230"", ""19230"", ""22630""]","[""1992"", ""6575"", ""8575"", ""11175""]",41797,,,,,,,,Transformation,Transforms starting from the 4th turn from the start of battle,,,, Kamehameha,Raises ATK[1] and causes mega-colossal damage to enemy,,,,,,,,,,
Ultimate and Supreme Fusion,Super Saiyan God SS Gogeta,150,20,LR,Super STR,41797,"[""Additional Attack"", ""Attack Effective to All"", ""Boost Category"", ""Diverse Super Attack"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +150%",Stardust Fall,Raises ATK & DEF for 1 turn[1] and causes colossal damage to enemy,Astounding Power!,"ATK & DEF +77%; Ki +5, launches an additional attack, plus an additional ATK & DEF +7% (up to 77%) with each attack performed and attacks effective against all Types as the 1st or 2nd attacker in a turn; launches an additional Super Attack and high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn","[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Fusion"", ""Realm of Gods"", ""Transformation Boost"", ""Movie Heroes"", ""Kamehameha"", ""Final Trump Card"", ""Powerful Comeback"", ""Time Limit""]","[""5765"", ""19025"", ""21025"", ""24025""]","[""5221"", ""17230"", ""19230"", ""22630""]","[""1992"", ""6575"", ""8575"", ""11175""]",,,,,,,,,,,,,, Meteor Explosion,Raises DEF for 1 turn[2] and causes mega-colossal damage to enemy,Ultimate Kamehameha,Greatly raises ATK temporarily[4] and causes ultimate damage to enemy,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only)",,,,,,,
Blazing Comeback,Vegito,120,10,UR,Super TEQ,11864,"[""Additional Attack"", ""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +120%",Vegito Combo,Raises ATK[1] and causes supreme damage to enemy,Let's Get This Over With!,ATK & DEF +60%; Ki +2 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Potara"", ""Future Saga"", ""Time Travelers"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit""]","[""3128"", ""10324"", ""12324"", ""14924""]","[""3020"", ""9968"", ""11968"", ""15368""]","[""1124"", ""3710"", ""5710"", ""8710""]",,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate and Invincible Fusion,Vegito,150,20,LR,Super TEQ,11865,"[""Additional Attack"", ""Boost Category"", ""Diverse Super Attack"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Transformation""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +150%",Vegito Combo,Raises ATK[1] and causes colossal damage to enemy,Die!,ATK & DEF +70%; Ki +3 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking; high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn; Transforms when conditions are met,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Transformation Boost"", ""Time Travelers"", ""Kamehameha"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit""]","[""6022"", ""19875"", ""21875"", ""24475""]","[""5066"", ""16720"", ""18720"", ""22120""]","[""2056"", ""6788"", ""8788"", ""11788""]",41798,,,,,,,,Transformation,Transforms starting from the 4th turn from the start of battle,,,, Big Bang Attack,Raises ATK[1] and causes mega-colossal damage to enemy,,,,,,,,,,
Ultimate and Invincible Fusion,Super Saiyan God SS Vegito,150,20,LR,Super TEQ,41798,"[""Additional Attack"", ""Boost Category"", ""Diverse Super Attack"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +150%",Vegito Sword,Raises ATK & DEF for 1 turn[1] and causes colossal damage to enemy,This Is the End!,"ATK & DEF +77%; Ki +2, launches an additional Super Attack, plus an additional Ki +1 (up to +5) and ATK & DEF +7% (up to 77%) with each attack performed as the 1st or 2nd attacker in a turn; launches an additional Super Attack and high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn","[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Transformation Boost"", ""Time Travelers"", ""Kamehameha"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit""]","[""6022"", ""19875"", ""21875"", ""24475""]","[""5066"", ""16720"", ""18720"", ""22120""]","[""2056"", ""6788"", ""8788"", ""11788""]",,,,,,,,,,,,,, Omega Finishing Blow,Raises DEF for 1 turn[2] and causes mega-colossal damage to enemy,Final Kamehameha,Greatly raises ATK temporarily[4] and causes ultimate damage to enemy,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only)",,,,,,,
Joyful Athleticism,Mr. Buu,120,10,UR,Super TEQ,11866,"[""Boost All"", ""Change Ki Spheres"", ""Lower ATK"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)"", ""Recovery (Ki Sphere)""]","All Types Ki +2 and HP, ATK & DEF +50%",Hip Crash,"Raises DEF for 1 turn,[1] causes supreme damage to enemy and lowers ATK[2]",Plethora of Changes,ATK & DEF +80%; changes INT Ki Spheres and Ki Spheres of another Type to Rainbow Ki Ki Spheres; ATK & DEF +20% and recovers 15000 HP per Rainbow Ki Ki Sphere obtained,"[""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Revival Lv 1: Ki +2Lv 10: Ki +2; ATK & DEF +5% and recovers 5% HP when HP is 50% or less"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Lv 1: ATK & DEF +10%Lv 10: Ki +2 and ATK & DEF +15%"", ""Infinite Regeneration Lv 1: Recovers 3% HPLv 10: Ki +2, recovers 3% HP and DEF +10%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""World Tournament"", ""Resurrected Warriors"", ""Majin Buu Saga"", ""Transformation Boost"", ""Artificial Life Forms"", ""Worthy Rivals"", ""Majin Power"", ""Power Absorption""]","[""3114"", ""10277"", ""11477"", ""13037""]","[""2249"", ""7423"", ""8623"", ""10663""]","[""1505"", ""4968"", ""6168"", ""7968""]",,,,,,,,,,,,,,,,,,,,,,,,,
Lord of the Demon Realm's Trial by Fire,Dabura,120,10,UR,Extreme PHY,11868,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense"", ""Stun""]","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +120%",Evil Impulse,"Raises DEF[1], causes supreme damage to enemy and greatly lowers DEF[2]",Staggering Sorcery,"ATK & DEF +120%; medium chance[3] of stunning the attacked enemy for 2 turns; ""Majin Buu Saga"" Category Extreme Class allies' Ki +2 and ATK & DEF +30%","[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Resurrection Plan Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Majin Buu Saga"", ""Siblings' Bond"", ""Terrifying Conquerors"", ""Corroded Body and Mind""]","[""2871"", ""9475"", ""11475"", ""14875""]","[""2814"", ""9289"", ""11289"", ""14289""]","[""1340"", ""4423"", ""6423"", ""9023""]",,,,,,,,,,,,,,,,,,,,,,,,,
Creeping Conspiracy,Yamu & Spopovich,120/140,15,UR,Extreme AGL,11870,"[""Boost Category"", ""Boost Type"", ""Disable Guard"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Recovery"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Strategy in Motion,,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Evil Autocrats Lv 1: Ki +1Lv 10: All enemies' DEF -20% and Ki +2"", ""Demonic Power Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""World Tournament"", ""Majin Buu Saga"", ""Joined Forces"", ""Terrifying Conquerors"", ""Earthlings"", ""Corroded Body and Mind""]","[""2351"", ""7759"", ""8959"", ""10519""]","[""2448"", ""8079"", ""9279"", ""11079""]","[""932"", ""3078"", ""4278"", ""6318""]",,"""World Tournament"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>Extreme_Class Ki +3 and HP, ATK & DEF +40%",Energy Drain (Extreme),Causes supreme damage to enemy and lowers ATK & DEF[1]; recovers 7% HP,ATK & DEF +90%; Ki +2 plus an additional ATK +20% with each Super Attack performed; plus an additional DEF +20% with each attack received (up to 160%); disables enemy's guard when attacking Super Class enemies,"[""8413"", ""9067"", ""9722"", ""10376"", ""11576"", ""13136""]","[""8760"", ""9441"", ""10123"", ""10804"", ""12004"", ""13804""]","[""3337"", ""3597"", ""3857"", ""4116"", ""5316"", ""7356""]",,,,,,,,,,,,,,,,,
Hercule City's New Hero,Gohan (Teen),120/140,15,UR,Super INT,11872,"[""Boost Category"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Transformation""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Wristwatch of Transformation,,"[""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Supreme Power Lv 1: ATK & DEF +5% and activates PenetrationLv 10: ATK & DEF +10% and activates Penetration"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Transformation Boost"", ""Goku's Family"", ""Siblings' Bond"", ""Special Pose"", ""Defenders of Justice""]","[""1784"", ""5890"", ""7090"", ""8890""]","[""2363"", ""7799"", ""8999"", ""10799""]","[""1322"", ""4363"", ""5563"", ""7363""]",41873,"""Defenders of Justice"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>Super_Class Ki +3 and HP, ATK & DEF +40%",Hyper Speed Ball (Extreme),Causes supreme damage to enemy,Transforms into the hero of love and justice as a disguise,"[""6386"", ""6883"", ""7380"", ""7877"", ""9077"", ""10877""]","[""8456"", ""9114"", ""9772"", ""10430"", ""11630"", ""13430""]","[""4730"", ""5098"", ""5466"", ""5834"", ""7034"", ""8834""]",Transformation,,Transforms upon entering attacking turn,,,,,,,,,,,,,,
Hercule City's New Hero,Great Saiyaman,120/140,15,UR,Super INT,41873,"[""Boost Category"", ""Boost Type"", ""Critical Hit"", ""Damage Reduction"", ""Debuff"", ""Evasion"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Transformation""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Dashing Transformation,,"[""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Patrol Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Signature Pose Lv 1: Ki +2Lv 10: Ki +3 and ATK +7%"", ""Hero of Justice Lv 1: ATK +25%Lv 10: ATK +25% and chance of performing a critical hit +5%"", ""Supreme Power Lv 1: ATK & DEF +5% and activates PenetrationLv 10: ATK & DEF +10% and activates Penetration"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Transformation Boost"", ""Goku's Family"", ""Siblings' Bond"", ""Special Pose"", ""Defenders of Justice""]","[""1784"", ""5890"", ""7090"", ""8890""]","[""2363"", ""7799"", ""8999"", ""10799""]","[""1322"", ""4363"", ""5563"", ""7363""]",,"""Defenders of Justice"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>Super_Class Ki +3 and HP, ATK & DEF +40%",Justice Rush (Extreme),"Raises ATK & DEF for 1 turn[2], causes supreme damage to enemy and lowers ATK & DEF[1]","ATK & DEF +158% and chance of performing a critical hit & chance of evading enemy's attack (including Super Attack) +18%; Ki +5 plus an additional ATK & DEF +58% when attacking Extreme_Class enemies; reduces damage received by 28% when there is a ""Peppy Gals"" or ""Youth"" Category ally attacking in the same turn; character's Super Attack will be sealed plus an additional damage reduction of 30% when there is a ""Peppy Gals"" or ""Youth"" Category enemy","[""6386"", ""6883"", ""7380"", ""7877"", ""9077"", ""10877""]","[""8456"", ""9114"", ""9772"", ""10430"", ""11630"", ""13430""]","[""4730"", ""5098"", ""5466"", ""5834"", ""7034"", ""8834""]",,,,,,,,,,,,,,,,,
